,Survived,Sex,Age,SibSp,Parch,Fare,Pclass_1.0,Pclass_2.0,Pclass_3.0,Embarked_C,Embarked_Q,Embarked_S
249,0,male,54.0,1.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,1.0
22,1,female,15.0,0.0,0.0,8.0292,0.0,0.0,1.0,0.0,1.0,0.0
356,1,female,22.0,0.0,1.0,55.0,1.0,0.0,0.0,0.0,0.0,1.0
221,0,male,27.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0
601,0,male,31.8,0.0,0.0,7.8958,0.0,0.0,1.0,0.0,0.0,1.0
766,0,male,29.8,0.0,0.0,39.6,1.0,0.0,0.0,1.0,0.0,0.0
874,1,female,28.0,1.0,0.0,24.0,0.0,1.0,0.0,1.0,0.0,0.0
528,0,male,39.0,0.0,0.0,7.925,0.0,0.0,1.0,0.0,0.0,1.0
340,1,male,2.0,1.0,1.0,26.0,0.0,1.0,0.0,0.0,0.0,1.0
743,0,male,24.0,1.0,0.0,16.1,0.0,0.0,1.0,0.0,0.0,1.0
519,0,male,32.0,0.0,0.0,7.8958,0.0,0.0,1.0,0.0,0.0,1.0
203,0,male,45.5,0.0,0.0,7.225,0.0,0.0,1.0,1.0,0.0,0.0
237,1,female,8.0,0.0,2.0,26.25,0.0,1.0,0.0,0.0,0.0,1.0
93,0,male,26.0,1.0,2.0,20.575,0.0,0.0,1.0,0.0,0.0,1.0
730,1,female,29.0,0.0,0.0,211.3375,1.0,0.0,0.0,0.0,0.0,1.0
440,1,female,45.0,1.0,1.0,26.25,0.0,1.0,0.0,0.0,0.0,1.0
559,1,female,36.0,1.0,0.0,17.4,0.0,0.0,1.0,0.0,0.0,1.0
284,0,male,46.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,1.0
184,1,female,4.0,0.0,2.0,22.025,0.0,0.0,1.0,0.0,0.0,1.0
791,0,male,16.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,1.0
487,0,male,58.0,0.0,0.0,29.7,1.0,0.0,0.0,1.0,0.0,0.0
153,0,male,40.5,0.0,2.0,14.5,0.0,0.0,1.0,0.0,0.0,1.0
75,0,male,25.0,0.0,0.0,7.65,0.0,0.0,1.0,0.0,0.0,1.0
656,0,male,31.8,0.0,0.0,7.8958,0.0,0.0,1.0,0.0,0.0,1.0
631,0,male,51.0,0.0,0.0,7.0542,0.0,0.0,1.0,0.0,0.0,1.0
277,0,male,33.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
68,1,female,17.0,4.0,2.0,7.925,0.0,0.0,1.0,0.0,0.0,1.0
825,0,male,28.4,0.0,0.0,6.95,0.0,0.0,1.0,0.0,1.0,0.0
188,0,male,40.0,1.0,1.0,15.5,0.0,0.0,1.0,0.0,1.0,0.0
271,1,male,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
662,0,male,47.0,0.0,0.0,25.5875,1.0,0.0,0.0,0.0,0.0,1.0
711,0,male,54.4,0.0,0.0,26.55,1.0,0.0,0.0,0.0,0.0,1.0
236,0,male,44.0,1.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,1.0
88,1,female,23.0,3.0,2.0,263.0,1.0,0.0,0.0,0.0,0.0,1.0
757,0,male,18.0,0.0,0.0,11.5,0.0,1.0,0.0,0.0,0.0,1.0
117,0,male,29.0,1.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,1.0
125,1,male,12.0,1.0,0.0,11.2417,0.0,0.0,1.0,1.0,0.0,0.0
731,0,male,11.0,0.0,0.0,18.7875,0.0,0.0,1.0,1.0,0.0,0.0
289,1,female,22.0,0.0,0.0,7.75,0.0,0.0,1.0,0.0,1.0,0.0
238,0,male,19.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0,0.0,1.0
0,0,male,22.0,1.0,0.0,7.25,0.0,0.0,1.0,0.0,0.0,1.0
881,0,male,33.0,0.0,0.0,7.8958,0.0,0.0,1.0,0.0,0.0,1.0
467,0,male,56.0,0.0,0.0,26.55,1.0,0.0,0.0,0.0,0.0,1.0
827,1,male,1.0,0.0,2.0,37.0042,0.0,1.0,0.0,1.0,0.0,0.0
395,0,male,22.0,0.0,0.0,7.7958,0.0,0.0,1.0,0.0,0.0,1.0
531,0,male,22.7,0.0,0.0,7.2292,0.0,0.0,1.0,1.0,0.0,0.0
126,0,male,28.8,0.0,0.0,7.75,0.0,0.0,1.0,0.0,1.0,0.0
278,0,male,7.0,4.0,1.0,29.125,0.0,0.0,1.0,0.0,1.0,0.0
691,1,female,4.0,0.0,1.0,13.4167,0.0,0.0,1.0,1.0,0.0,0.0
116,0,male,70.5,0.0,0.0,7.75,0.0,0.0,1.0,0.0,1.0,0.0
228,0,male,18.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0
622,1,male,20.0,1.0,1.0,15.7417,0.0,0.0,1.0,1.0,0.0,0.0
655,0,male,24.0,2.0,0.0,73.5,0.0,1.0,0.0,0.0,0.0,1.0
598,0,male,29.5,0.0,0.0,7.225,0.0,0.0,1.0,1.0,0.0,0.0
516,1,female,34.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0,0.0,1.0
274,1,female,28.8,0.0,0.0,7.75,0.0,0.0,1.0,0.0,1.0,0.0
318,1,female,31.0,0.0,2.0,164.8667,1.0,0.0,0.0,0.0,0.0,1.0
606,0,male,30.0,0.0,0.0,7.8958,0.0,0.0,1.0,0.0,0.0,1.0
144,0,male,18.0,0.0,0.0,11.5,0.0,1.0,0.0,0.0,0.0,1.0
634,0,female,9.0,3.0,2.0,27.9,0.0,0.0,1.0,0.0,0.0,1.0
558,1,female,39.0,1.0,1.0,79.65,1.0,0.0,0.0,0.0,0.0,1.0
809,1,female,33.0,1.0,0.0,53.1,1.0,0.0,0.0,0.0,0.0,1.0
745,0,male,70.0,1.0,1.0,71.0,1.0,0.0,0.0,0.0,0.0,1.0
369,1,female,24.0,0.0,0.0,69.3,1.0,0.0,0.0,1.0,0.0,0.0
268,1,female,58.0,0.0,1.0,153.4625,1.0,0.0,0.0,0.0,0.0,1.0
623,0,male,21.0,0.0,0.0,7.8542,0.0,0.0,1.0,0.0,0.0,1.0
307,1,female,17.0,1.0,0.0,108.9,1.0,0.0,0.0,1.0,0.0,0.0
423,0,female,28.0,1.0,1.0,14.4,0.0,0.0,1.0,0.0,0.0,1.0
310,1,female,24.0,0.0,0.0,83.1583,1.0,0.0,0.0,1.0,0.0,0.0
354,0,male,29.5,0.0,0.0,7.225,0.0,0.0,1.0,1.0,0.0,0.0
46,0,male,27.6,1.0,0.0,15.5,0.0,0.0,1.0,0.0,1.0,0.0
349,0,male,42.0,0.0,0.0,8.6625,0.0,0.0,1.0,0.0,0.0,1.0
371,0,male,18.0,1.0,0.0,6.4958,0.0,0.0,1.0,0.0,0.0,1.0
479,1,female,2.0,0.0,1.0,12.2875,0.0,0.0,1.0,0.0,0.0,1.0
576,1,female,34.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0
261,1,male,3.0,4.0,2.0,31.3875,0.0,0.0,1.0,0.0,0.0,1.0
195,1,female,58.0,0.0,0.0,146.5208,1.0,0.0,0.0,1.0,0.0,0.0
890,0,male,32.0,0.0,0.0,7.75,0.0,0.0,1.0,0.0,1.0,0.0
744,1,male,31.0,0.0,0.0,7.925,0.0,0.0,1.0,0.0,0.0,1.0
107,1,male,35.6,0.0,0.0,7.775,0.0,0.0,1.0,0.0,0.0,1.0
866,1,female,27.0,1.0,0.0,13.8583,0.0,1.0,0.0,1.0,0.0,0.0
59,0,male,11.0,5.0,2.0,46.9,0.0,0.0,1.0,0.0,0.0,1.0
658,0,male,23.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0
263,0,male,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
568,0,male,22.7,0.0,0.0,7.2292,0.0,0.0,1.0,1.0,0.0,0.0
100,0,female,28.0,0.0,0.0,7.8958,0.0,0.0,1.0,0.0,0.0,1.0
443,1,female,28.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0
490,0,male,26.6,1.0,0.0,19.9667,0.0,0.0,1.0,0.0,0.0,1.0
687,0,male,19.0,0.0,0.0,10.1708,0.0,0.0,1.0,0.0,0.0,1.0
799,0,female,30.0,1.0,1.0,24.15,0.0,0.0,1.0,0.0,0.0,1.0
640,0,male,20.0,0.0,0.0,7.8542,0.0,0.0,1.0,0.0,0.0,1.0
169,0,male,28.0,0.0,0.0,56.4958,0.0,0.0,1.0,0.0,0.0,1.0
179,0,male,36.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
304,0,male,37.0,0.0,0.0,8.05,0.0,0.0,1.0,0.0,0.0,1.0
341,1,female,24.0,3.0,2.0,263.0,1.0,0.0,0.0,0.0,0.0,1.0
57,0,male,28.5,0.0,0.0,7.2292,0.0,0.0,1.0,1.0,0.0,0.0
858,1,female,24.0,0.0,3.0,19.2583,0.0,0.0,1.0,1.0,0.0,0.0
149,0,male,42.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0
124,0,male,54.0,0.0,1.0,77.2875,1.0,0.0,0.0,0.0,0.0,1.0
703,0,male,25.0,0.0,0.0,7.7417,0.0,0.0,1.0,0.0,1.0,0.0
50,0,male,7.0,4.0,1.0,39.6875,0.0,0.0,1.0,0.0,0.0,1.0
353,0,male,25.0,1.0,0.0,17.8,0.0,0.0,1.0,0.0,0.0,1.0
823,1,female,27.0,0.0,1.0,12.475,0.0,0.0,1.0,0.0,0.0,1.0
142,1,female,24.0,1.0,0.0,15.85,0.0,0.0,1.0,0.0,0.0,1.0
470,0,male,26.8,0.0,0.0,7.25,0.0,0.0,1.0,0.0,0.0,1.0
399,1,female,28.0,0.0,0.0,12.65,0.0,1.0,0.0,0.0,0.0,1.0
575,0,male,19.0,0.0,0.0,14.5,0.0,0.0,1.0,0.0,0.0,1.0
320,0,male,22.0,0.0,0.0,7.25,0.0,0.0,1.0,0.0,0.0,1.0
19,1,female,29.5,0.0,0.0,7.225,0.0,0.0,1.0,1.0,0.0,0.0
792,0,female,37.2,8.0,2.0,69.55,0.0,0.0,1.0,0.0,0.0,1.0
707,1,male,42.0,0.0,0.0,26.2875,1.0,0.0,0.0,0.0,0.0,1.0
723,0,male,50.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0
407,1,male,3.0,1.0,1.0,18.75,0.0,1.0,0.0,0.0,0.0,1.0
557,0,male,30.8,0.0,0.0,227.525,1.0,0.0,0.0,1.0,0.0,0.0
38,0,female,18.0,2.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0
175,0,male,18.0,1.0,1.0,7.8542,0.0,0.0,1.0,0.0,0.0,1.0
245,0,male,44.0,2.0,0.0,90.0,1.0,0.0,0.0,0.0,1.0,0.0
740,1,male,48.2,0.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1.0
602,0,male,26.8,0.0,0.0,42.4,1.0,0.0,0.0,0.0,0.0,1.0
768,0,male,31.8,1.0,0.0,24.15,0.0,0.0,1.0,0.0,1.0,0.0
764,0,male,16.0,0.0,0.0,7.775,0.0,0.0,1.0,0.0,0.0,1.0
154,0,male,34.2,0.0,0.0,7.3125,0.0,0.0,1.0,0.0,0.0,1.0
287,0,male,22.0,0.0,0.0,7.8958,0.0,0.0,1.0,0.0,0.0,1.0
750,1,female,4.0,1.0,1.0,23.0,0.0,1.0,0.0,0.0,0.0,1.0
17,1,male,28.6,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0
127,1,male,24.0,0.0,0.0,7.1417,0.0,0.0,1.0,0.0,0.0,1.0
322,1,female,30.0,0.0,0.0,12.35,0.0,1.0,0.0,0.0,1.0,0.0
255,1,female,29.0,0.0,2.0,15.2458,0.0,0.0,1.0,1.0,0.0,0.0
770,0,male,24.0,0.0,0.0,9.5,0.0,0.0,1.0,0.0,0.0,1.0
856,1,female,45.0,1.0,1.0,164.8667,1.0,0.0,0.0,0.0,0.0,1.0
190,1,female,32.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0
115,0,male,21.0,0.0,0.0,7.925,0.0,0.0,1.0,0.0,0.0,1.0
737,1,male,35.0,0.0,0.0,512.3292,1.0,0.0,0.0,1.0,0.0,0.0
180,0,female,37.2,8.0,2.0,69.55,0.0,0.0,1.0,0.0,0.0,1.0
301,1,male,29.6,2.0,0.0,23.25,0.0,0.0,1.0,0.0,1.0,0.0
679,1,male,36.0,0.0,1.0,512.3292,1.0,0.0,0.0,1.0,0.0,0.0
638,0,female,41.0,0.0,5.0,39.6875,0.0,0.0,1.0,0.0,0.0,1.0
649,1,female,23.0,0.0,0.0,7.55,0.0,0.0,1.0,0.0,0.0,1.0
616,0,male,34.0,1.0,1.0,14.4,0.0,0.0,1.0,0.0,0.0,1.0
596,1,female,47.2,0.0,0.0,33.0,0.0,1.0,0.0,0.0,0.0,1.0
517,0,male,32.6,0.0,0.0,24.15,0.0,0.0,1.0,0.0,1.0,0.0
875,1,female,15.0,0.0,0.0,7.225,0.0,0.0,1.0,1.0,0.0,0.0
45,0,male,37.0,0.0,0.0,8.05,0.0,0.0,1.0,0.0,0.0,1.0
807,0,female,18.0,0.0,0.0,7.775,0.0,0.0,1.0,0.0,0.0,1.0
157,0,male,30.0,0.0,0.0,8.05,0.0,0.0,1.0,0.0,0.0,1.0
665,0,male,32.0,2.0,0.0,73.5,0.0,1.0,0.0,0.0,0.0,1.0
171,0,male,4.0,4.0,1.0,29.125,0.0,0.0,1.0,0.0,1.0,0.0
16,0,male,2.0,4.0,1.0,29.125,0.0,0.0,1.0,0.0,1.0,0.0
511,0,male,37.0,0.0,0.0,8.05,0.0,0.0,1.0,0.0,0.0,1.0
48,0,male,14.0,2.0,0.0,21.6792,0.0,0.0,1.0,1.0,0.0,0.0
862,1,female,48.0,0.0,0.0,25.9292,1.0,0.0,0.0,0.0,0.0,1.0
749,0,male,31.0,0.0,0.0,7.75,0.0,0.0,1.0,0.0,1.0,0.0
515,0,male,47.0,0.0,0.0,34.0208,1.0,0.0,0.0,0.0,0.0,1.0
617,0,female,26.0,1.0,0.0,16.1,0.0,0.0,1.0,0.0,0.0,1.0
480,0,male,9.0,5.0,2.0,46.9,0.0,0.0,1.0,0.0,0.0,1.0
283,1,male,19.0,0.0,0.0,8.05,0.0,0.0,1.0,0.0,0.0,1.0
589,0,male,37.0,0.0,0.0,8.05,0.0,0.0,1.0,0.0,0.0,1.0
225,0,male,22.0,0.0,0.0,9.35,0.0,0.0,1.0,0.0,0.0,1.0
26,0,male,29.5,0.0,0.0,7.225,0.0,0.0,1.0,1.0,0.0,0.0
848,0,male,28.0,0.0,1.0,33.0,0.0,1.0,0.0,0.0,0.0,1.0
437,1,female,24.0,2.0,3.0,18.75,0.0,1.0,0.0,0.0,0.0,1.0
844,0,male,17.0,0.0,0.0,8.6625,0.0,0.0,1.0,0.0,0.0,1.0
364,0,male,27.6,1.0,0.0,15.5,0.0,0.0,1.0,0.0,1.0,0.0
229,0,female,11.0,3.0,1.0,25.4667,0.0,0.0,1.0,0.0,0.0,1.0
37,0,male,21.0,0.0,0.0,8.05,0.0,0.0,1.0,0.0,0.0,1.0
857,1,male,51.0,0.0,0.0,26.55,1.0,0.0,0.0,0.0,0.0,1.0
374,0,female,3.0,3.0,1.0,21.075,0.0,0.0,1.0,0.0,0.0,1.0
469,1,female,0.75,2.0,1.0,19.2583,0.0,0.0,1.0,1.0,0.0,0.0
859,0,male,22.7,0.0,0.0,7.2292,0.0,0.0,1.0,1.0,0.0,0.0
758,0,male,34.0,0.0,0.0,8.05,0.0,0.0,1.0,0.0,0.0,1.0
651,1,female,18.0,0.0,1.0,23.0,0.0,1.0,0.0,0.0,0.0,1.0
194,1,female,44.0,0.0,0.0,27.7208,1.0,0.0,0.0,1.0,0.0,0.0
760,0,male,25.4,0.0,0.0,14.5,0.0,0.0,1.0,0.0,0.0,1.0
868,0,male,24.2,0.0,0.0,9.5,0.0,0.0,1.0,0.0,0.0,1.0
503,0,female,37.0,0.0,0.0,9.5875,0.0,0.0,1.0,0.0,0.0,1.0
861,0,male,21.0,1.0,0.0,11.5,0.0,1.0,0.0,0.0,0.0,1.0
741,0,male,36.0,1.0,0.0,78.85,1.0,0.0,0.0,0.0,0.0,1.0
579,1,male,32.0,0.0,0.0,7.925,0.0,0.0,1.0,0.0,0.0,1.0
888,0,female,26.8,1.0,2.0,23.45,0.0,0.0,1.0,0.0,0.0,1.0
162,0,male,26.0,0.0,0.0,7.775,0.0,0.0,1.0,0.0,0.0,1.0
630,1,male,80.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1.0
152,0,male,55.5,0.0,0.0,8.05,0.0,0.0,1.0,0.0,0.0,1.0
684,0,male,60.0,1.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,1.0
629,0,male,27.8,0.0,0.0,7.7333,0.0,0.0,1.0,0.0,1.0,0.0
675,0,male,18.0,0.0,0.0,7.775,0.0,0.0,1.0,0.0,0.0,1.0
111,0,female,14.5,1.0,0.0,14.4542,0.0,0.0,1.0,1.0,0.0,0.0
226,1,male,19.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0,0.0,1.0
618,1,female,4.0,2.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,1.0
103,0,male,33.0,0.0,0.0,8.6542,0.0,0.0,1.0,0.0,0.0,1.0
421,0,male,21.0,0.0,0.0,7.7333,0.0,0.0,1.0,0.0,1.0,0.0
419,0,female,10.0,0.0,2.0,24.15,0.0,0.0,1.0,0.0,0.0,1.0
586,0,male,47.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,1.0
119,0,female,2.0,4.0,2.0,31.275,0.0,0.0,1.0,0.0,0.0,1.0
53,1,female,29.0,1.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,1.0
151,1,female,22.0,1.0,0.0,66.6,1.0,0.0,0.0,0.0,0.0,1.0
403,0,male,28.0,1.0,0.0,15.85,0.0,0.0,1.0,0.0,0.0,1.0
839,1,male,43.6,0.0,0.0,29.7,1.0,0.0,0.0,1.0,0.0,0.0
207,1,male,26.0,0.0,0.0,18.7875,0.0,0.0,1.0,1.0,0.0,0.0
752,0,male,33.0,0.0,0.0,9.5,0.0,0.0,1.0,0.0,0.0,1.0
717,1,female,27.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0,0.0,1.0
8,1,female,27.0,0.0,2.0,11.1333,0.0,0.0,1.0,0.0,0.0,1.0
722,0,male,34.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0
36,1,male,22.7,0.0,0.0,7.2292,0.0,0.0,1.0,1.0,0.0,0.0
452,0,male,30.0,0.0,0.0,27.75,1.0,0.0,0.0,1.0,0.0,0.0
253,0,male,30.0,1.0,0.0,16.1,0.0,0.0,1.0,0.0,0.0,1.0
303,1,female,39.8,0.0,0.0,12.35,0.0,1.0,0.0,0.0,1.0,0.0
667,0,male,35.6,0.0,0.0,7.775,0.0,0.0,1.0,0.0,0.0,1.0
571,1,female,53.0,2.0,0.0,51.4792,1.0,0.0,0.0,0.0,0.0,1.0
636,0,male,32.0,0.0,0.0,7.925,0.0,0.0,1.0,0.0,0.0,1.0
714,0,male,52.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0
262,0,male,52.0,1.0,1.0,79.65,1.0,0.0,0.0,0.0,0.0,1.0
610,0,female,39.0,1.0,5.0,31.275,0.0,0.0,1.0,0.0,0.0,1.0
297,0,female,2.0,1.0,2.0,151.55,1.0,0.0,0.0,0.0,0.0,1.0
414,1,male,44.0,0.0,0.0,7.925,0.0,0.0,1.0,0.0,0.0,1.0
150,0,male,51.0,0.0,0.0,12.525,0.0,1.0,0.0,0.0,0.0,1.0
705,0,male,39.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,1.0
789,0,male,46.0,0.0,0.0,79.2,1.0,0.0,0.0,1.0,0.0,0.0
550,1,male,17.0,0.0,2.0,110.8833,1.0,0.0,0.0,1.0,0.0,0.0
488,0,male,30.0,0.0,0.0,8.05,0.0,0.0,1.0,0.0,0.0,1.0
147,0,female,9.0,2.0,2.0,34.375,0.0,0.0,1.0,0.0,0.0,1.0
146,1,male,27.0,0.0,0.0,7.7958,0.0,0.0,1.0,0.0,0.0,1.0
836,0,male,21.0,0.0,0.0,8.6625,0.0,0.0,1.0,0.0,0.0,1.0
826,0,male,27.0,0.0,0.0,56.4958,0.0,0.0,1.0,0.0,0.0,1.0
870,0,male,26.0,0.0,0.0,7.8958,0.0,0.0,1.0,0.0,0.0,1.0
348,1,male,3.0,1.0,1.0,15.9,0.0,0.0,1.0,0.0,0.0,1.0
463,0,male,48.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0
325,1,female,36.0,0.0,0.0,135.6333,1.0,0.0,0.0,1.0,0.0,0.0
186,1,female,27.6,1.0,0.0,15.5,0.0,0.0,1.0,0.0,1.0,0.0
123,1,female,32.5,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0
759,1,female,33.0,0.0,0.0,86.5,1.0,0.0,0.0,0.0,0.0,1.0
608,1,female,22.0,1.0,2.0,41.5792,0.0,1.0,0.0,1.0,0.0,0.0
143,0,male,19.0,0.0,0.0,6.75,0.0,0.0,1.0,0.0,1.0,0.0
851,0,male,74.0,0.0,0.0,7.775,0.0,0.0,1.0,0.0,0.0,1.0
197,0,male,42.0,0.0,1.0,8.4042,0.0,0.0,1.0,0.0,0.0,1.0
609,1,female,40.0,0.0,0.0,153.4625,1.0,0.0,0.0,0.0,0.0,1.0
279,1,female,35.0,1.0,1.0,20.25,0.0,0.0,1.0,0.0,0.0,1.0
293,0,female,24.0,0.0,0.0,8.85,0.0,0.0,1.0,0.0,0.0,1.0
400,1,male,39.0,0.0,0.0,7.925,0.0,0.0,1.0,0.0,0.0,1.0
